News_ID,CompanyName_News,Date_News,Headline_News,Description_News
5815,KENMARE+RESOURCES,"Sat, May 2, 2015, 01:00",Iseq edges ahead while the rest of Europe gets that holiday feeling," Most continental markets closed for May Day holiday
"
5816,KENMARE+RESOURCES,"Thu, Apr 30, 2015, 18:46",Kenmare considers new Iluka bid after posting €90.7m net loss ," Offer for Irish titanium miner is less than half the value of approach from same group last year
"
5817,KENMARE+RESOURCES,"Sat, Mar 21, 2015, 06:30",Sister pact: siblings who work together," What happens when you take an already intense, complicated and close relationship and add business into the equation?Sisters talk about getting on in life and in business 
"
5818,KENMARE+RESOURCES,"Fri, Feb 27, 2015, 20:47",Shares surge across Europe as results season kicks in," Iseq climbs 1.1% to close at highest level since 2008
"
5819,KENMARE+RESOURCES,"Fri, Jan 2, 2015, 01:00",McKeon’s Pathfinder finds way out of Mozambique legal difficulties," Exploration firm looking to recover its assets
"
5820,KENMARE+RESOURCES,"Sat, Dec 13, 2014, 01:00",All of  18 western European markets and US indices decline as oil prices slip," Iseq closes down 1.9% at 5,075.63 with Kenmare and Providence among losers
"
5821,KENMARE+RESOURCES,"Mon, Jun 30, 2014, 20:08",Airline stocks across Europe were impacted by a negative report on EasyJet," Hibernia Reit was the big gainer of the day in Dublin, closing up 5 per cent at €1.11
"
5822,KENMARE+RESOURCES,"Fri, Jun 27, 2014, 01:00",Dublin outperforms on lacklustre day," Airline share up as French strike ends; Kenmare rises on rejecting Iluka Resources
"
5823,KENMARE+RESOURCES,"Thu, Jun 26, 2014, 01:00",European stocks slide as Middle East violence escalates ," Irish market down on profit taking
"
5824,KENMARE+RESOURCES,"Sat, Mar 8, 2014, 01:00",Stocks slide as Russia-Ukraine standoff deters investors," Mining stocks lead the decline in London on a day with few climbers
"
5825,KENMARE+RESOURCES,"Thu, Jan 2, 2014, 19:54",Iseq bucks European trend with gains," World shares weighed down by disappointing Chinese manufacturing data
"
5826,KENMARE+RESOURCES,"Thu, Dec 12, 2013, 07:34",Board changes at Kenmare group," COO to step down from board
"
5827,KENMARE+RESOURCES,"Wed, Nov 13, 2013, 01:00",European values fall from five-year high," Iseq up as CRH among main gainers during session with shares up 2.6% at €19.05
"
5828,KENMARE+RESOURCES,"Wed, Oct 23, 2013, 20:38",Stocks led down by weakness in banking sector as detail emerged of stress tests to be led by the ECB," BofI, which will be one of the ECB’s stress test victims, outperformed its European sector
"
5829,KENMARE+RESOURCES,"Mon, Oct 21, 2013, 20:55",European stocks gain for eighth day," Talking point with most traders in Dublin was the continued rise of AIB, the bank that is 99.8% State owned 
"
5830,KENMARE+RESOURCES,"Sat, Oct 12, 2013, 01:00",Globl markets tread water as they wait for news on US government shutdown," Iseq nudges down a fraction on light trading
"
5831,KENMARE+RESOURCES,"Tue, Aug 13, 2013, 21:55",European stocks rise as investor confidence up on strong earnings reports and data," Iseq closes session higher as index heavyweight CRH posts solid performance
"
5832,KENMARE+RESOURCES,"Mon, Jul 22, 2013, 20:38",Global stock markets inch ahead," Oil and gas explorer Providence Resources made the biggest loss on the Irish market
"
5833,KENMARE+RESOURCES,"Thu, Jul 18, 2013, 01:00",Bernanke stimulus boost to markets ," Kenmare Resources gain nearly 7 per cent on Iseq amid mixed results for exploration firms
"
5834,KENMARE+RESOURCES,"Mon, Jul 8, 2013, 20:55",Stocks up  ahead of earnings season," European shares rebound from biggest decline in almost two weeks
"
5835,KENMARE+RESOURCES,"Tue, May 21, 2013, 20:23",FTSE closes at near record high   ," Small gains follow weak market trading
"
5836,KENMARE+RESOURCES,"Tue, May 7, 2013, 19:07",European markets rise on good figures   ," Germany shows signs of returning to growth as Portugal completes bond sale
"
5837,KERRY+GROUP,"Wed, Sep 11, 2019, 21:13",Mood lifts on global markets as tensions ease between US and China," Markets report: All eyes now on the ECB’s monetary policy meeting on Thursday
"
5838,KERRY+GROUP,"Tue, Sep 10, 2019, 19:30",Shares jump as hard-Brexit fears recede in City," Markets report: C&C’s plan to list on London market sets drinks company’s stocks fizzing
"
5839,KERRY+GROUP,"Thu, Sep 5, 2019, 17:21",Stocks hit one-month highs on news of US-China trade talks," Safe havens fall on increased risk appetite
"
5840,KERRY+GROUP,"Wed, Sep 4, 2019, 02:00",Creed urged to open ‘meaningful dialogue’ on beef price dispute," Farming body warns of beef shortages unless breakthrough made soon
"
5841,KERRY+GROUP,"Mon, Aug 26, 2019, 06:00",New distillery and visitor centre to open on Ring of Kerry," Skellig six18 distillery to be located in former Wilson Socks factory in Cahersiveen
"
5842,KERRY+GROUP,"Sun, Aug 18, 2019, 11:38",UK’s no-deal Brexit plan warns of hard Border and shortages," Seen & Heard: Developers seek ‘flexibility’ to reduce co-living units to six square metres
"
5843,KERRY+GROUP,"Thu, Aug 8, 2019, 19:54",Strong Chinese data boosts European markets," Kerry surges on strong first-half numbers
"
5844,KERRY+GROUP,"Thu, Aug 8, 2019, 07:49",Kerry’s value hits all-time high of €19.4bn on strong results," Food giant said it now expects to post 7-9% growth in earnings per share this year
"
5845,KERRY+GROUP,"Mon, Aug 5, 2019, 18:42",European stocks dive to two-month lows on China worries," Shares of video-game makers down as Trump blames industry for gun violence
"
5846,KERRY+GROUP,"Tue, Jul 30, 2019, 06:00",Kevin McStay: Murphy and O’Shea the key men in defining Castlebar showdown," Donegal and Mayo will look to their respective talismanic figures to lead them to the last four
"
5847,KERRY+GROUP,"Wed, Jul 24, 2019, 18:23",European stocks hold steady on stimulus hopes," Markets report: Iseq nudged slightly upwards on a day of modest gains
"
5848,KERRY+GROUP,"Wed, Jul 17, 2019, 18:38",European shares edge lower amid trade tensions," Iseq underperforms peers with 1 per cent drop
"
5849,KERRY+GROUP,"Mon, Jul 15, 2019, 19:08",London’s week-long losing streak ends on strong Chinese growth," China figures lift European markets and ease investor concerns over global slowdown
"
5850,KERRY+GROUP,"Mon, Jul 1, 2019, 10:59","Less than 2% of local authority vehicles are electric or hybrid, analysis shows"," Just 75 low-emission vehicles being used by Irish local authorities
"
5851,KERRY+GROUP,"Thu, Jun 27, 2019, 19:21",Kudlow comments stoke US-China trade fears," Iseq treads water on thin trading volumes
"
5852,KERRY+GROUP,"Fri, Jun 21, 2019, 18:30",European stocks pause after third week of gains," Dublin market closes lower with Flutter, Smurfit, Kerry and Bank of Ireland down
"
5853,KERRY+GROUP,"Thu, Jun 20, 2019, 18:06",Markets hit six-week highs on rates and trade talks optimism," Markets close: Iseq advances but financial stocks weaker
"
5854,KERRY+GROUP,"Wed, May 29, 2019, 18:50",Shares tumble on escalating trade war tensions," House builders take Iseq hit as Brexit nerves bite
"
5855,KERRY+GROUP,"Mon, May 27, 2019, 18:29",Stocks climb across Europe on the back of election results," Proposed merger between Fiat Chrysler and Renault also helped buoy markets
"
5856,KERRY+GROUP,"Fri, May 24, 2019, 06:00","Wild Atlantic warmers: Hot tubs, saunas and seaweed soaks by the Irish seaside"," Still a bit nippy? Try one of these fun, creative ways of warming up after a bracing dip
"
5857,KERRY+GROUP,"Mon, May 13, 2019, 06:00",British public has chance to see off caricature figures of Brexit debate," European elections offer opportunity to boost case for people’s vote on Brexit
"
5858,KERRY+GROUP,"Fri, May 10, 2019, 19:34",European shares rise despite US trade concerns," Iseq flat on the day, with low volume, while early feelgood factor wears off in London
"
5859,KERRY+GROUP,"Mon, May 6, 2019, 00:00",Angling Notes: Loch Lein anglers produce the goods again," Charity fly fishing competition raises whopping €25,300 for NRH in Dun Laoghaire
"
5860,KERRY+GROUP,"Thu, Apr 25, 2019, 08:00",Ireland’s oldest accounting masters adapts to changing business environment,"UCD Smurfit's Masters of Accounting's recent changes will further strengthen the programme, which has 98% employment rate for graduates within 6 months"
5861,KERRY+GROUP,"Fri, Apr 19, 2019, 06:00",‘I wouldn’t be waving a flag for the Catholic Church but I believe in God’," Laura O’Mahony on faith, family and feminism, and why her style of comedy has international appeal
"
5862,KERRY+GROUP,"Thu, Apr 11, 2019, 18:54",Ryanair gets a lift from Brexit extension," Market report: Travel stocks gain extra mileage from deadline extension
"
5863,KERRY+GROUP,"Sat, Apr 6, 2019, 06:00","Big smiles, cute pups: Meet Ireland’s Insta-politicians"," Instagram helps politicians present a more rounded image. How are they getting on?
"
5864,KERRY+GROUP,"Fri, Apr 5, 2019, 18:23",Irish stocks at highest level since October," European shares nudge up on better-than-expected German and US data
"
5865,KERRY+GROUP,"Fri, Apr 5, 2019, 05:15",‘Everyone thinks guards and teachers can retire but no one else’," Gerry Concannon stepped back from the day-to-day running of Mayo software business CBE but he remains as busy as ever
"
5866,KERRY+GROUP,"Fri, Mar 29, 2019, 18:44",Brexit uncertainty fails to dent Irish stocks," The Iseq all-share index rose just under 1.5%, buoyed by stocks with building exposure
"
5867,KERRY+GROUP,"Fri, Mar 22, 2019, 18:37",Values slide as Brexit and US data stoke fears of slowdown," Top Irish shares weak on volatile day with market heavyweight CRH down nearly 1.6%
"
5868,KERRY+GROUP,"Sat, Mar 2, 2019, 04:00",Key parts of our economy have stalled in the face of Brexit uncertainty," Cliff Taylor: Whatever happens we have seen the best of the bounce-back boom
"
5869,KERRY+GROUP,"Fri, Mar 1, 2019, 17:39",European stocks hit five-month highs," AIB shares fall 2% after the bank reports a dip in profit for last year and a lower-than-expected level of capital reserves
"
5870,KERRY+GROUP,"Mon, Feb 25, 2019, 18:54",Stocks advance on hopes of US-China trade deal," Dublin’s Iseq slips 0.2% to close at 6,021.15 as Bank of Ireland closes the session 2.3% off
"
5871,KERRY+GROUP,"Fri, Feb 22, 2019, 17:10",Food sector preparing for unsavoury trading conditions post-Brexit," Business Week: also in the news was UK’s automotive industry, bankers’ pay rises and trite smartphones
"
5872,KERRY+GROUP,"Thu, Feb 21, 2019, 00:00",Most sectors had year of strong M&A activity,Political polarisation and economic uncertainty will impact but growth predicted
5873,KERRY+GROUP,"Thu, Feb 21, 2019, 00:00",Outlook positive for 2019 despite uncertainties,Private equity and technology expected to contribute to growth in Ireland
5874,KERRY+GROUP,"Tue, Feb 19, 2019, 18:43",Optimism about potential US-China trade deal peters out," In Dublin Datalex dips after new CFO quits and Kerry falls as Brexit stockpiling revealed
"
5875,KERRY+GROUP,"Tue, Feb 19, 2019, 07:34",Kerry Group stockpiles raw materials ahead of Brexit," Food giant sees ‘managed transition’ as most likely outcome to UK’s EU withdrawal talks
"
5876,KERRY+GROUP,"Sun, Feb 17, 2019, 18:00","Davy expects Glanbia to deliver, Kerry reports also"," Business This Week: Economic data, Ires Reit and Kingspan results
"
5877,KERRY+GROUP,"Mon, Jan 28, 2019, 03:15","M&A deal volumes rise 5% in 2018, though total value falls"," Level of activity not expected to be repeated in 2019, says Investec
"
5878,KERRY+GROUP,"Sat, Jan 26, 2019, 06:00",Alien invasion: strange creatures hitching a lift to a shore near you," The autumn’s calm seas have delivered phronima ashore with a gentle touch
"
5879,KERRY+GROUP,"Fri, Jan 25, 2019, 19:13",European shares hit near two-month highs after energy rally," Market report: Iseq follows other European bourses higher, led by Ryanair and Smurfit Kappa
"
5880,KERRY+GROUP,"Thu, Jan 24, 2019, 19:04",Draghi remarks take shine off gains for European shares," Trade tensions linger in mixed picture for markets
"
5881,KERRY+GROUP,"Thu, Jan 24, 2019, 18:23",Goodbody calls off sale to Chinese group," Stockbroking group said ‘rationale’ for transaction had changed
"
5882,KERRY+GROUP,"Fri, Jan 11, 2019, 19:45",European shares hit one-month high despite longer term mood of caution," Market report: In Dublin Aryzta and Kerry Group lead market into negative territory
"
5883,KERRY+GROUP,"Wed, Jan 9, 2019, 01:00",Jarveys in a jam: Killarney traffic threatens to be a tourist trap," Kerry beauty spot getting over 1.1m visitors a year, mostly between June and September
"
5884,KERRY+GROUP,"Mon, Jan 7, 2019, 20:13",European shares down on concerns over Brexit and US shutdown," Iseq Overall Index dips 0.09 per cent to 5,651.16 in Dublin as CRH slips 1.83 per cent
"
5885,KERRY+GROUP,"Thu, Jan 3, 2019, 18:55",Apple revenue warning rocks global markets," Iseq falls on thin trading volumes though Kerry Group ahead by 2.4 per cent
"
5886,KERRY+GROUP,"Sun, Dec 30, 2018, 13:08",Chief executives in top Irish firms received more than €2.3m last year – Ictu," Unions say average worker would need 230 years to earn total package of CRH boss in 2017
"
5887,KERRY+GROUP,"Sat, Dec 29, 2018, 06:00",The Year... in case you missed it," Beast from the East, Eighth Amendment repealed, All Blacks defeated: 2018 in summary
"
5888,KERRY+GROUP,"Mon, Dec 24, 2018, 00:00",Angling Notes: RNLI event will honour volunteers who died 123 years ago," Annual ceremony remembers those who died during rescue on Christmas Eve in 1895
"
5889,KERRY+GROUP,"Thu, Dec 20, 2018, 19:29",Fishing industry concerns over loss of Rosslare-France ferry service," Irish Ferry move could severely hit Irish, Spanish and French fish exporters, warns co-op
"
5890,KERRY+GROUP,"Mon, Dec 17, 2018, 18:53",Asos profit warning sends European stocks lower," Iseq fell 0.67 per cent with financials and airlines among the worst hit
"
5891,KERRY+GROUP,"Fri, Dec 14, 2018, 19:10",Global markets slide on Chinese trade fears," Market report: AIB shares fell 2.1% on news of new CEO as INM shares recovered losses
"
5892,KERRY+GROUP,"Fri, Dec 14, 2018, 12:00",35 of the best independent bookshops in Ireland," In the age of ebooks, these booksellers are proving print is still preferred
"
5893,KERRY+GROUP,"Fri, Dec 14, 2018, 08:15",Kerry Group to acquire two US businesses for €325m," Group has said it will finance both acquisitions from existing lines of credit
"
5894,KERRY+GROUP,"Thu, Dec 13, 2018, 18:51",European shares drop as Brexit and ECB comments weigh," Mario Draghi confirmed ECB bond-buying programme would finish
"
