Political_ID,Name_Political,Date_Political,Headline_Political,Description_Political
742,government+policy,"Thu, May 8, 2014, 13:29","S&P affirms Greece’s credit rating, citing rebalancing economy"," Flexibile goals in order once labour market stays stable   
            "
743,government+policy,"Wed, May 7, 2014, 01:04",Europe seems determined to replicate Japanese slump ," Ombudsman claims bank blocked disclosure of letter that ‘bounced’ Ireland into bailout   
            "
744,government+policy,"Tue, May 6, 2014, 01:00",Morgan Kelly warns our real economic crisis will begin if ECB credit stops ," The realities behind the myths   
            "
745,government+policy,"Sat, Apr 26, 2014, 00:01","China’s economy slows markedly, latest figures show","   Central bank expects consumer price rises to accelerate slowly but still to miss target 
            "
746,government+policy,"Fri, Apr 25, 2014, 01:10",Greenspan is too scientific in seeking truth about terrain ," Hundreds of thousands of Irish mortgage holders left disappointed by Frankfurt’s decision    
            "
747,government+policy,"Thu, Apr 24, 2014, 14:33",Asia Briefing: China finance chiefs at Congress warn against obsession with growth targets," But Halifax surveys conflicts with data last week that indicated house prices were slowing    
            "
748,government+policy,"Tue, Apr 22, 2014, 11:13",O’Reilly hits out at ECB for lack of transparency on Irish bailout," Core inflation at five-year high, labour demand improving and spending rising   
            "
749,government+policy,"Thu, Apr 10, 2014, 01:00",Six core beliefs that are too often passed off as fact," Hryvnia falls 4% today as fear grows over financial support needed to repay debt   
            "
750,government+policy,"Tue, Apr 8, 2014, 01:00",ECB  keeps interest rates unchanged," UK inflation has dropped below the Bank of England’s target for the first time in over four years   
            "
751,government+policy,"Mon, Apr 7, 2014, 01:00","ECB rate change unwarranted, says Draghi"," Minister tells OECD the ‘priority will be to widen the average rate band of income tax’   
            "
752,government+policy,"Fri, Apr 4, 2014, 14:38",UK house prices see ‘fastest growth in five years’ ," Yellen says US central bank will keep close eye on labour market indicators 
            "
753,government+policy,"Fri, Apr 4, 2014, 01:10",Japan’s factory output jumps ahead of sales tax hike,"
"
754,government+policy,"Tue, Apr 1, 2014, 14:30",Ukraine currency at record low as uncertainty mounts," Markets are pricing in at least some chance of a rate hike late this year   
            "
755,government+policy,"Fri, Mar 21, 2014, 08:49",Sterling falls as inflation dips below targets," ECB chief was speaking after Frankfurt left its key lending rate unchanged at 0.25%   
            "
756,government+policy,"Fri, Mar 21, 2014, 01:00","Income tax cuts to stimulate jobs on cards, says Noonan"," Euro zone’s higher-yielding bonds have been  resilient to  pull-back in riskier assets   
            "
757,government+policy,"Fri, Mar 14, 2014, 00:01",New Fed chief says US will continue to reduce stimulus," Losses in US stocks deep after  announcement, while US government debt prices rise
            "
758,government+policy,"Thu, Mar 13, 2014, 09:38",Asia Briefing: Resilient Thailand struggles on ," Developing countries under pressure to follow suit to prevent investors exiting   
            "
759,government+policy,"Wed, Mar 12, 2014, 01:00",Bank of England holds fire ahead of guidance revamp," Citigroup economist Willem Buiter suggests Government should withhold support for euro area bank resolution authority   
            "
760,government+policy,"Tue, Mar 11, 2014, 01:04",Draghi vows to take action if outlook for inflation worsens ," Slower but more sustainable investment growth for China in 2014 as policy-makers focus on  domestic consumption   
            "
761,government+policy,"Fri, Mar 7, 2014, 10:05",Italian debt in demand amid emerging market turmoil," And the prize for the winning idea? An internship with the Department   
            "
762,government+policy,"Fri, Mar 7, 2014, 01:00",US Fed cuts $10bn more from stimulus programme,"
"
763,government+policy,"Fri, Mar 7, 2014, 01:00",Emerging markets slump despite Turkey and South Africa rate hikes ," Flagship policy linking interest rates to unemployment will be set aside   
            "
764,government+policy,"Thu, Mar 6, 2014, 11:10",Ireland urged to play ‘hardball’ to get a deal on legacy bank debt," New climate change package could undermine Government’s rationale for pylons   
            "
765,government+policy,"Thu, Mar 6, 2014, 09:27",Leaner times may lie ahead for second-largest  economy," Knowledge of economic history helped Bernanke halt a terrifying panic, but he also made mistakes   
            "
766,government+policy,"Fri, Feb 28, 2014, 07:30",Cantillon: Department of Finance turns to students for ideas," Despite upbeat forecast, economics body warns spectre of deflation could derail recovery   
            "
767,government+policy,"Wed, Feb 26, 2014, 14:05",Full transcript of Weidmann interview," Euro zone deflation, US tapering, Japanese reforms, China’s bubble all pose major threats 
            "
768,government+policy,"Tue, Feb 18, 2014, 11:30",U-turn over Bank of England’s key policy," Euro drops to lowest level in a year against pound following Draghi’s remarks   
            "
769,government+policy,"Tue, Feb 18, 2014, 01:00",European Commission scraps renewable energy targets," Opinion: In the short term there is a prospect of a spurt of growth but attention needs to be paid to sowing the seeds of long-term prosperity   
            "
770,government+policy,"Tue, Feb 11, 2014, 13:22","Bernanke saved the day, but unresolved questions remain about central banking"," Total debt issued will rise to €242.4bn this year, but interest paid on bonds has fallen    
            "
771,government+policy,"Tue, Feb 11, 2014, 01:10",IMF raises global growth forecast for first time in nearly two years," The Earth’s topography has changed as a result of earthquakes, tectonic shifts and the deposit of sediment   
            "
772,government+policy,"Thu, Feb 6, 2014, 12:35","Davos dilemma: how to help, not harm, world’s fragile recovery"," Wolfgang Münchau: It was not designed as a geopolitical instrument
            "
773,government+policy,"Thu, Feb 6, 2014, 10:56",Diverging paths of central banks made clear by ECB leaving door ajar on easing," Former IMF official to run technocratic government after collapse of populist coalition
            "
774,government+policy,"Thu, Jan 30, 2014, 11:57",High mobility of capital and technology means prospects of economy are unclear," Yields on 10-year Italian debt rise to their highest level since March 2017
            "
775,government+policy,"Wed, Jan 29, 2014, 21:36",New bond issue will push Spanish government debt up to 100% of GDP," Friends First economist Jim Power sees no sign of slowdown in property market
            "
776,government+policy,"Wed, Jan 29, 2014, 07:32",Coastal living should be at your own risk," NTMA planning to sell €1 billion of bonds on Thursday
            "
777,government+policy,"Tue, Jan 28, 2014, 01:00",Euro must be made more robust to rival the dollar," The Central Bank governor could finally secure an ECB executive board seat for Ireland
                    "
